Author,Institution,Venue,Year,AjustedCount
Stefanie Jegelka,Massachusetts Institute of Technology,NeurIPS,2007,0.25
Stefanie Jegelka,Massachusetts Institute of Technology,ICML,2014,0.16666666666666666
Stefanie Jegelka,Massachusetts Institute of Technology,ICML,2018,0.16666666666666666
Stefanie Jegelka,Massachusetts Institute of Technology,ACL,2019,0.2
Stefanie Jegelka,Massachusetts Institute of Technology,ICML,2009,0.5
Stefanie Jegelka,Massachusetts Institute of Technology,NeurIPS,2014,1.1166666666666665
Stefanie Jegelka,Massachusetts Institute of Technology,ICML,2017,1.25
Stefanie Jegelka,Massachusetts Institute of Technology,ICML,2013,0.3333333333333333
Stefanie Jegelka,Massachusetts Institute of Technology,ICML,2019,0.25
Stefanie Jegelka,Massachusetts Institute of Technology,NeurIPS,2011,0.3333333333333333
Stefanie Jegelka,Massachusetts Institute of Technology,NeurIPS,2013,0.8666666666666667
Russ Tedrake,Massachusetts Institute of Technology,NeurIPS,2018,0.2
John W. Fisher,Massachusetts Institute of Technology,ECCV,2014,0.3333333333333333
John W. Fisher,Massachusetts Institute of Technology,NeurIPS,2012,0.5
John W. Fisher,Massachusetts Institute of Technology,ICML,2018,0.3333333333333333
John W. Fisher,Massachusetts Institute of Technology,NeurIPS,2013,0.5
John W. Fisher,Massachusetts Institute of Technology,NeurIPS,2010,0.3333333333333333
John W. Fisher,Massachusetts Institute of Technology,NeurIPS,2000,0.25
John W. Fisher,Massachusetts Institute of Technology,ECCV,2002,0.8333333333333333
John W. Fisher,Massachusetts Institute of Technology,NeurIPS,2015,0.5833333333333333
John W. Fisher,Massachusetts Institute of Technology,NeurIPS,2004,0.3333333333333333
John W. Fisher,Massachusetts Institute of Technology,ICML,2015,0.5
John W. Fisher,Massachusetts Institute of Technology,ECCV,2012,0.3333333333333333
John W. Fisher,Massachusetts Institute of Technology,NeurIPS,1999,0.3333333333333333
James J. DiCarlo,Massachusetts Institute of Technology,NeurIPS,2019,0.07142857142857142
James J. DiCarlo,Massachusetts Institute of Technology,NeurIPS,2018,0.25
Richard P. Lippmann,Massachusetts Institute of Technology,NeurIPS,1990,1.5
Richard P. Lippmann,Massachusetts Institute of Technology,NeurIPS,1993,0.5
Richard P. Lippmann,Massachusetts Institute of Technology,NeurIPS,1994,0.8333333333333333
Richard P. Lippmann,Massachusetts Institute of Technology,NeurIPS,1988,0.5
Richard P. Lippmann,Massachusetts Institute of Technology,NeurIPS,1996,0.3333333333333333
Richard P. Lippmann,Massachusetts Institute of Technology,NeurIPS,1991,0.5
Richard P. Lippmann,Massachusetts Institute of Technology,NeurIPS,1992,0.5
Richard P. Lippmann,Massachusetts Institute of Technology,NeurIPS,1987,0.5
Daniel Jackson,Massachusetts Institute of Technology,ICSE,1997,0.5
Daniel Jackson,Massachusetts Institute of Technology,ICSE,1999,0.5
Daniel Jackson,Massachusetts Institute of Technology,ICSE,2011,0.5
Daniel Jackson,Massachusetts Institute of Technology,ICSE,2000,1.0
Daniel Jackson,Massachusetts Institute of Technology,ICSE,1991,1.0
Daniel Jackson,Massachusetts Institute of Technology,ICSE,2006,0.5
Constantinos Daskalakis,Massachusetts Institute of Technology,NeurIPS,2015,0.3333333333333333
Constantinos Daskalakis,Massachusetts Institute of Technology,NeurIPS,2017,0.3333333333333333
Constantinos Daskalakis,Massachusetts Institute of Technology,ICML,2017,0.3333333333333333
Jenny Yuen,Massachusetts Institute of Technology,ECCV,2010,0.5
Munther A. Dahleh,Massachusetts Institute of Technology,NeurIPS,2010,0.2
Armando Solar-Lezama,Massachusetts Institute of Technology,NeurIPS,2018,0.6666666666666666
Armando Solar-Lezama,Massachusetts Institute of Technology,ICML,2018,0.25
Armando Solar-Lezama,Massachusetts Institute of Technology,NeurIPS,2019,0.16666666666666666
Adrian Vladu,Massachusetts Institute of Technology,ICML,2019,0.5
Suvrit Sra,Massachusetts Institute of Technology,NeurIPS,2016,1.4166666666666665
Suvrit Sra,Massachusetts Institute of Technology,ICML,2016,1.3666666666666665
Suvrit Sra,Massachusetts Institute of Technology,NeurIPS,2013,1.3333333333333333
Suvrit Sra,Massachusetts Institute of Technology,ICML,2007,0.2
Suvrit Sra,Massachusetts Institute of Technology,NeurIPS,2005,0.5
Suvrit Sra,Massachusetts Institute of Technology,NeurIPS,2015,0.7
Suvrit Sra,Massachusetts Institute of Technology,NeurIPS,2018,0.5833333333333333
Suvrit Sra,Massachusetts Institute of Technology,ICML,2014,0.7
Suvrit Sra,Massachusetts Institute of Technology,ICML,2011,0.5
Suvrit Sra,Massachusetts Institute of Technology,ICML,2015,0.5
Suvrit Sra,Massachusetts Institute of Technology,NeurIPS,2019,1.3333333333333333
Suvrit Sra,Massachusetts Institute of Technology,ECCV,2014,0.5
Suvrit Sra,Massachusetts Institute of Technology,NeurIPS,2012,2.0
Suvrit Sra,Massachusetts Institute of Technology,ICML,2019,1.0333333333333332
Suvrit Sra,Massachusetts Institute of Technology,NeurIPS,2017,0.8333333333333333
Suvrit Sra,Massachusetts Institute of Technology,NeurIPS,2014,0.2
Suvrit Sra,Massachusetts Institute of Technology,ICML,2010,0.3333333333333333
Peter Szolovits,Massachusetts Institute of Technology,ACL,2017,0.3333333333333333
Peter Szolovits,Massachusetts Institute of Technology,ACL,2019,0.3333333333333333
Julie A. Shah,Massachusetts Institute of Technology,NeurIPS,2014,0.8333333333333333
Julie A. Shah,Massachusetts Institute of Technology,NeurIPS,2018,0.25
Luca Daniel,Massachusetts Institute of Technology,NeurIPS,2018,0.2
Luca Daniel,Massachusetts Institute of Technology,ICML,2018,0.125
Danial Lashkari,Massachusetts Institute of Technology,NeurIPS,2007,0.5
Lorenzo Rosasco,Massachusetts Institute of Technology,NeurIPS,2010,0.5833333333333333
Lorenzo Rosasco,Massachusetts Institute of Technology,ICML,2007,0.3333333333333333
Lorenzo Rosasco,Massachusetts Institute of Technology,NeurIPS,2004,0.2
Lorenzo Rosasco,Massachusetts Institute of Technology,NeurIPS,2013,0.6666666666666666
Lorenzo Rosasco,Massachusetts Institute of Technology,NeurIPS,2016,1.3333333333333333
Lorenzo Rosasco,Massachusetts Institute of Technology,NeurIPS,2012,1.0833333333333333
Lorenzo Rosasco,Massachusetts Institute of Technology,NeurIPS,2015,0.8333333333333333
Lorenzo Rosasco,Massachusetts Institute of Technology,ICML,2016,0.3333333333333333
Lorenzo Rosasco,Massachusetts Institute of Technology,NeurIPS,2009,0.3333333333333333
Lorenzo Rosasco,Massachusetts Institute of Technology,ICML,2015,0.25
Lorenzo Rosasco,Massachusetts Institute of Technology,NeurIPS,2018,1.5333333333333332
Lorenzo Rosasco,Massachusetts Institute of Technology,NeurIPS,2019,0.8333333333333333
Randall Davis,Massachusetts Institute of Technology,ACL,2007,0.5
Randall Davis,Massachusetts Institute of Technology,NeurIPS,2009,0.5
Song Han,Massachusetts Institute of Technology,ACL,2020,0.2857142857142857
Song Han,Massachusetts Institute of Technology,ECCV,2018,0.3333333333333333
Song Han,Massachusetts Institute of Technology,NeurIPS,2015,0.25
Song Han,Massachusetts Institute of Technology,ICML,2018,0.2
Andrew Lippman,Massachusetts Institute of Technology,ECCV,2000,0.5
Andrew Lippman,Massachusetts Institute of Technology,NeurIPS,1997,0.5
Andrew Lippman,Massachusetts Institute of Technology,NeurIPS,2000,0.5
Andrew Lippman,Massachusetts Institute of Technology,NeurIPS,1998,0.5
Kalyan Veeramachaneni,Massachusetts Institute of Technology,NeurIPS,2019,0.25
Josh Tenenbaum,Massachusetts Institute of Technology,NeurIPS,2013,0.5833333333333333
Josh Tenenbaum,Massachusetts Institute of Technology,NeurIPS,2019,0.8845238095238095
Josh Tenenbaum,Massachusetts Institute of Technology,ICML,2015,0.5
Josh Tenenbaum,Massachusetts Institute of Technology,ICML,2012,0.3333333333333333
Josh Tenenbaum,Massachusetts Institute of Technology,NeurIPS,2017,0.9333333333333333
Josh Tenenbaum,Massachusetts Institute of Technology,ICML,2019,0.75
Josh Tenenbaum,Massachusetts Institute of Technology,ICML,2011,0.25
Ali Jadbabaie,Massachusetts Institute of Technology,NeurIPS,2019,1.0
Ali Jadbabaie,Massachusetts Institute of Technology,NeurIPS,2013,0.3333333333333333
David Sontag,Massachusetts Institute of Technology,ICML,2017,1.0
David Sontag,Massachusetts Institute of Technology,ICML,2015,0.5833333333333333
David Sontag,Massachusetts Institute of Technology,ICML,2013,0.125
David Sontag,Massachusetts Institute of Technology,ICML,2016,0.5833333333333333
David Sontag,Massachusetts Institute of Technology,NeurIPS,2017,0.16666666666666666
David Sontag,Massachusetts Institute of Technology,ICML,2018,0.2
David Sontag,Massachusetts Institute of Technology,NeurIPS,2008,0.3333333333333333
David Sontag,Massachusetts Institute of Technology,NeurIPS,2015,0.6666666666666666
David Sontag,Massachusetts Institute of Technology,ICML,2010,0.25
David Sontag,Massachusetts Institute of Technology,ICML,2019,0.5
David Sontag,Massachusetts Institute of Technology,NeurIPS,2011,0.5
David Sontag,Massachusetts Institute of Technology,ECCV,2014,0.3333333333333333
David Sontag,Massachusetts Institute of Technology,NeurIPS,2018,0.3333333333333333
David Sontag,Massachusetts Institute of Technology,NeurIPS,2007,0.5
David Sontag,Massachusetts Institute of Technology,NeurIPS,2013,0.3333333333333333
Yonatan Belinkov,Massachusetts Institute of Technology,ACL,2019,0.45
Yonatan Belinkov,Massachusetts Institute of Technology,ACL,2020,0.6666666666666666
Yonatan Belinkov,Massachusetts Institute of Technology,NeurIPS,2017,0.5
Yonatan Belinkov,Massachusetts Institute of Technology,ACL,2015,0.3333333333333333
Stephanie Seneff,Massachusetts Institute of Technology,NeurIPS,1990,0.25
Stephanie Seneff,Massachusetts Institute of Technology,ACL,1997,0.25
Bonnie Berger,Massachusetts Institute of Technology,ICML,2008,0.3333333333333333
Bonnie Berger,Massachusetts Institute of Technology,NeurIPS,2019,0.2
Adrian V. Dalca,Massachusetts Institute of Technology,NeurIPS,2019,0.25
Hang Zhao,Massachusetts Institute of Technology,ECCV,2018,0.16666666666666666
Andrew Ilyas,Massachusetts Institute of Technology,ICML,2018,0.5
Andrew Ilyas,Massachusetts Institute of Technology,NeurIPS,2018,0.25
Ron Weiss,Massachusetts Institute of Technology,NeurIPS,2018,0.16666666666666666
Ron Weiss,Massachusetts Institute of Technology,ICML,2014,0.3333333333333333
Ron Weiss,Massachusetts Institute of Technology,ICML,2018,0.1111111111111111
Ron Weiss,Massachusetts Institute of Technology,ICML,2017,0.2
David K. Gifford,Massachusetts Institute of Technology,ICML,2017,0.3333333333333333
David K. Gifford,Massachusetts Institute of Technology,ICML,2016,0.6666666666666666
W. Eric L. Grimson,Massachusetts Institute of Technology,ECCV,2002,0.5
Michael Carbin,Massachusetts Institute of Technology,ICML,2019,0.25
Michael Carbin,Massachusetts Institute of Technology,ICSE,2012,0.2
Logan Engstrom,Massachusetts Institute of Technology,ICML,2018,0.5
Logan Engstrom,Massachusetts Institute of Technology,ICML,2019,0.2
Phillip Isola,Massachusetts Institute of Technology,ECCV,2014,0.25
Phillip Isola,Massachusetts Institute of Technology,NeurIPS,2011,0.25
Phillip Isola,Massachusetts Institute of Technology,NeurIPS,2019,0.2
Phillip Isola,Massachusetts Institute of Technology,ECCV,2016,0.3333333333333333
Phillip Isola,Massachusetts Institute of Technology,ICML,2018,0.125
Phillip Isola,Massachusetts Institute of Technology,NeurIPS,2018,0.14285714285714285
Patrick Jaillet,Massachusetts Institute of Technology,NeurIPS,2015,0.3333333333333333
Patrick Jaillet,Massachusetts Institute of Technology,NeurIPS,2019,0.25
Patrick Jaillet,Massachusetts Institute of Technology,ICML,2019,0.25
Patrick Jaillet,Massachusetts Institute of Technology,ICML,2014,0.25
Patrick Jaillet,Massachusetts Institute of Technology,NeurIPS,2013,0.25
Boris Katz,Massachusetts Institute of Technology,NeurIPS,2019,0.125
Boris Katz,Massachusetts Institute of Technology,ACL,2003,0.3333333333333333
Boris Katz,Massachusetts Institute of Technology,ACL,2016,0.125
Yusuf Aytar,Massachusetts Institute of Technology,ECCV,2014,0.5
Yusuf Aytar,Massachusetts Institute of Technology,NeurIPS,2018,0.16666666666666666
Vikash K. Mansinghka,Massachusetts Institute of Technology,NeurIPS,2017,1.0
Vikash K. Mansinghka,Massachusetts Institute of Technology,ICML,2015,0.25
Vikash K. Mansinghka,Massachusetts Institute of Technology,NeurIPS,2013,0.25
Vikash K. Mansinghka,Massachusetts Institute of Technology,NeurIPS,2016,0.5
Tao Lei,Massachusetts Institute of Technology,ACL,2020,0.2
Tao Lei,Massachusetts Institute of Technology,NeurIPS,2017,0.25
Tao Lei,Massachusetts Institute of Technology,ICML,2017,0.25
Tao Lei,Massachusetts Institute of Technology,ACL,2013,0.25
Tao Lei,Massachusetts Institute of Technology,ACL,2012,0.25
Ankur Moitra,Massachusetts Institute of Technology,NeurIPS,2017,0.3333333333333333
Ankur Moitra,Massachusetts Institute of Technology,ICML,2013,0.125
Ankur Moitra,Massachusetts Institute of Technology,ICML,2016,0.2
Ankur Moitra,Massachusetts Institute of Technology,ICML,2017,0.41666666666666663
Jason D. M. Rennie,Massachusetts Institute of Technology,ICML,2003,0.5
Jason D. M. Rennie,Massachusetts Institute of Technology,ICML,1999,0.5
Jason D. M. Rennie,Massachusetts Institute of Technology,ICML,2014,0.3333333333333333
Shibani Santurkar,Massachusetts Institute of Technology,ICML,2018,0.3333333333333333
Shibani Santurkar,Massachusetts Institute of Technology,NeurIPS,2018,0.45
Shibani Santurkar,Massachusetts Institute of Technology,ICML,2017,0.2
Jun-Yan Zhu,Massachusetts Institute of Technology,NeurIPS,2017,0.2857142857142857
Jun-Yan Zhu,Massachusetts Institute of Technology,ECCV,2016,0.41666666666666663
Jun-Yan Zhu,Massachusetts Institute of Technology,ICML,2018,0.125
Chengkai Zhang,Massachusetts Institute of Technology,ECCV,2018,0.3333333333333333
Chengkai Zhang,Massachusetts Institute of Technology,NeurIPS,2018,0.30952380952380953
Fan Long,Massachusetts Institute of Technology,ACL,2013,0.25
Fan Long,Massachusetts Institute of Technology,ICSE,2012,0.2
William Michael Campbell,Massachusetts Institute of Technology,ICML,2002,0.5
William Michael Campbell,Massachusetts Institute of Technology,NeurIPS,2001,1.0
William Michael Campbell,Massachusetts Institute of Technology,NeurIPS,2003,0.2
Maximilian Nickel,Massachusetts Institute of Technology,ICML,2011,0.3333333333333333
Maximilian Nickel,Massachusetts Institute of Technology,NeurIPS,2014,0.3333333333333333
William M. Campbell,Massachusetts Institute of Technology,NeurIPS,2009,0.3333333333333333
Duane S. Boning,Massachusetts Institute of Technology,ICML,2018,0.125
Duane S. Boning,Massachusetts Institute of Technology,ICML,2019,0.25
Zhijian Liu,Massachusetts Institute of Technology,NeurIPS,2019,0.5833333333333333
Zhijian Liu,Massachusetts Institute of Technology,ACL,2020,0.14285714285714285
Zhijian Liu,Massachusetts Institute of Technology,ECCV,2018,0.41666666666666663
Chuang Gan,Massachusetts Institute of Technology,ECCV,2016,0.25
Chuang Gan,Massachusetts Institute of Technology,ECCV,2018,0.5666666666666667
Chuang Gan,Massachusetts Institute of Technology,ACL,2020,0.14285714285714285
Chuang Gan,Massachusetts Institute of Technology,NeurIPS,2018,0.3333333333333333
Nikhil Naik,Massachusetts Institute of Technology,NeurIPS,2018,0.25
Nikhil Naik,Massachusetts Institute of Technology,ECCV,2012,0.1111111111111111
Nikhil Naik,Massachusetts Institute of Technology,ECCV,2016,0.2
Nancy G. Leveson,Massachusetts Institute of Technology,ICSE,1988,0.3333333333333333
Nancy G. Leveson,Massachusetts Institute of Technology,ICSE,1995,0.5
Nancy G. Leveson,Massachusetts Institute of Technology,ICSE,1996,0.5
Nancy G. Leveson,Massachusetts Institute of Technology,ICSE,1997,0.5
Nancy G. Leveson,Massachusetts Institute of Technology,ICSE,1989,0.5
Josh H. McDermott,Massachusetts Institute of Technology,ECCV,2016,0.2
Josh H. McDermott,Massachusetts Institute of Technology,ECCV,2018,0.16666666666666666
Eric Grimson,Massachusetts Institute of Technology,NeurIPS,2007,0.5
Eric Grimson,Massachusetts Institute of Technology,NeurIPS,2010,0.3333333333333333
Ji Lin,Massachusetts Institute of Technology,NeurIPS,2017,0.25
Victor W. Zue,Massachusetts Institute of Technology,NeurIPS,1988,0.5
David Harwath,Massachusetts Institute of Technology,NeurIPS,2016,0.3333333333333333
Kinh Tieu,Massachusetts Institute of Technology,NeurIPS,2002,0.5
Kinh Tieu,Massachusetts Institute of Technology,ECCV,2006,0.3333333333333333
Tim Leek,Massachusetts Institute of Technology,NeurIPS,2003,0.2
Tejas D. Kulkarni,Massachusetts Institute of Technology,NeurIPS,2017,0.4
Tejas D. Kulkarni,Massachusetts Institute of Technology,NeurIPS,2019,0.14285714285714285
Tejas D. Kulkarni,Massachusetts Institute of Technology,NeurIPS,2015,0.25
Tejas D. Kulkarni,Massachusetts Institute of Technology,NeurIPS,2016,0.25
Tejas D. Kulkarni,Massachusetts Institute of Technology,NeurIPS,2013,0.25
Dimitris Bertsimas,Massachusetts Institute of Technology,NeurIPS,2012,0.3333333333333333
Otkrist Gupta,Massachusetts Institute of Technology,NeurIPS,2018,0.25
Sanjoy K. Mitter,Massachusetts Institute of Technology,ECCV,1992,0.3333333333333333
Sanjoy K. Mitter,Massachusetts Institute of Technology,ECCV,1996,0.5
Natasha Jaques,Massachusetts Institute of Technology,ICML,2017,0.16666666666666666
Natasha Jaques,Massachusetts Institute of Technology,ICML,2019,0.125
Edward Gibson,Massachusetts Institute of Technology,ACL,1990,1.0
Keyulu Xu,Massachusetts Institute of Technology,ICML,2018,0.16666666666666666
Keyulu Xu,Massachusetts Institute of Technology,NeurIPS,2019,0.16666666666666666
Kenji Kawaguchi,Massachusetts Institute of Technology,NeurIPS,2016,1.0
Terry Koo,Massachusetts Institute of Technology,ACL,2008,0.3333333333333333
Terry Koo,Massachusetts Institute of Technology,ACL,2010,0.5
Tomasz Malisiewicz,Massachusetts Institute of Technology,NeurIPS,2009,0.5
Justin Solomon,Massachusetts Institute of Technology,ICML,2015,0.25
Justin Solomon,Massachusetts Institute of Technology,ICML,2016,0.3333333333333333
Justin Solomon,Massachusetts Institute of Technology,ICML,2018,0.3333333333333333
Justin Solomon,Massachusetts Institute of Technology,NeurIPS,2017,0.25
Justin Solomon,Massachusetts Institute of Technology,ICML,2014,0.25
Guy Bresler,Massachusetts Institute of Technology,NeurIPS,2018,0.3333333333333333
Guy Bresler,Massachusetts Institute of Technology,NeurIPS,2019,0.14285714285714285
Stelios Sidiroglou,Massachusetts Institute of Technology,ICSE,2010,0.25
David Demirdjian,Massachusetts Institute of Technology,ECCV,2000,0.3333333333333333
David Demirdjian,Massachusetts Institute of Technology,ECCV,1998,0.25
David Simchi-Levi,Massachusetts Institute of Technology,NeurIPS,2018,0.3333333333333333
Gautam Kamath,Massachusetts Institute of Technology,ICML,2018,0.5
Gautam Kamath,Massachusetts Institute of Technology,ICML,2017,0.5
Gautam Kamath,Massachusetts Institute of Technology,NeurIPS,2019,0.5
Gautam Kamath,Massachusetts Institute of Technology,NeurIPS,2017,0.3333333333333333
Gautam Kamath,Massachusetts Institute of Technology,NeurIPS,2015,0.3333333333333333
Tae-Hyun Oh,Massachusetts Institute of Technology,NeurIPS,2016,0.25
Tae-Hyun Oh,Massachusetts Institute of Technology,ECCV,2018,0.14285714285714285
Tae-Hyun Oh,Massachusetts Institute of Technology,ICML,2019,0.2
Miika Aittala,Massachusetts Institute of Technology,ECCV,2018,0.5
Miika Aittala,Massachusetts Institute of Technology,NeurIPS,2019,0.14285714285714285
Tamara Broderick,Massachusetts Institute of Technology,NeurIPS,2016,0.8333333333333333
Tamara Broderick,Massachusetts Institute of Technology,NeurIPS,2013,0.4
Tamara Broderick,Massachusetts Institute of Technology,ICML,2013,0.3333333333333333
Tamara Broderick,Massachusetts Institute of Technology,NeurIPS,2015,0.3333333333333333
Tamara Broderick,Massachusetts Institute of Technology,ICML,2019,0.5
Tamara Broderick,Massachusetts Institute of Technology,ICML,2018,0.8333333333333333
Adria Recasens,Massachusetts Institute of Technology,ECCV,2016,0.16666666666666666
Adria Recasens,Massachusetts Institute of Technology,ECCV,2018,0.2
Rahul Singh,Massachusetts Institute of Technology,NeurIPS,2019,0.3333333333333333
Tsui-Wei Weng,Massachusetts Institute of Technology,ICML,2018,0.125
Tsui-Wei Weng,Massachusetts Institute of Technology,ICML,2019,0.30952380952380953
Brandon Tran,Massachusetts Institute of Technology,NeurIPS,2018,0.3333333333333333
Brandon Tran,Massachusetts Institute of Technology,ICML,2019,0.2
Jeremy S. De Bonet,Massachusetts Institute of Technology,NeurIPS,1997,1.0
Ardavan Saeedi,Massachusetts Institute of Technology,NeurIPS,2016,0.25
Ardavan Saeedi,Massachusetts Institute of Technology,ICML,2016,0.25
Ardavan Saeedi,Massachusetts Institute of Technology,ICML,2015,0.25
Ardavan Saeedi,Massachusetts Institute of Technology,NeurIPS,2011,0.5
Hongge Chen,Massachusetts Institute of Technology,ICML,2018,0.125
Hongge Chen,Massachusetts Institute of Technology,ECCV,2018,0.16666666666666666
Hongge Chen,Massachusetts Institute of Technology,ACL,2018,0.2
Hongge Chen,Massachusetts Institute of Technology,ICML,2019,0.25
Long Zhu,Massachusetts Institute of Technology,NeurIPS,2005,0.5
Long Zhu,Massachusetts Institute of Technology,NeurIPS,2009,0.25
Long Zhu,Massachusetts Institute of Technology,ECCV,2010,0.3333333333333333
Long Zhu,Massachusetts Institute of Technology,NeurIPS,2006,0.3333333333333333
Long Zhu,Massachusetts Institute of Technology,NeurIPS,2008,0.2
Long Zhu,Massachusetts Institute of Technology,ECCV,2002,0.16666666666666666
Long Zhu,Massachusetts Institute of Technology,ECCV,2008,0.2
Wengong Jin,Massachusetts Institute of Technology,ICML,2018,0.3333333333333333
Wengong Jin,Massachusetts Institute of Technology,ICML,2017,0.25
Wengong Jin,Massachusetts Institute of Technology,NeurIPS,2017,0.25
Abhimanyu Dubey,Massachusetts Institute of Technology,ECCV,2018,0.5
Abhimanyu Dubey,Massachusetts Institute of Technology,NeurIPS,2018,0.25
Zhoutong Zhang,Massachusetts Institute of Technology,ECCV,2018,0.3333333333333333
Zhoutong Zhang,Massachusetts Institute of Technology,NeurIPS,2018,0.30952380952380953
Christopher Barsi,Massachusetts Institute of Technology,ECCV,2012,0.1111111111111111
Hanrui Wang,Massachusetts Institute of Technology,ACL,2020,0.14285714285714285
Yunzhu Li,Massachusetts Institute of Technology,ECCV,2016,0.25
César A. Uribe,Massachusetts Institute of Technology,NeurIPS,2018,0.2
Connor W. Coley,Massachusetts Institute of Technology,NeurIPS,2017,0.25
Xiyu Zhai,Massachusetts Institute of Technology,NeurIPS,2018,0.16666666666666666
Robert C. Berwick,Massachusetts Institute of Technology,ACL,1994,0.5
Shayegan Omidshafiei,Massachusetts Institute of Technology,NeurIPS,2019,0.14285714285714285
