Author,Institution,Venue,Year,AdjustedCount
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2003,0.25
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2013,0.5
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,2019,1.0
Kenneth Zeger,University of California - San Diego,IEEE Transactions on Information Theory,1993,0.5
Lawrence R. Frank,University of California - San Diego,Journal of Computational Physics,2013,0.08333333333333333
Steven V Sam,University of California - San Diego,Compositio Mathematica,2016,0.5
Steven V Sam,University of California - San Diego,Journal of the American Mathematical Society,2020,1.0
Steven V Sam,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2008,0.3333333333333333
Steven V Sam,University of California - San Diego,Compositio Mathematica,2018,0.3333333333333333
Steven V Sam,University of California - San Diego,Journal of the American Mathematical Society,2016,0.5
Adrian Ioana,University of California - San Diego,Annals of Mathematics,2013,0.6666666666666666
Adrian Ioana,University of California - San Diego,Geometric and Functional Analysis,2010,0.5
Adrian Ioana,University of California - San Diego,Journal of the American Mathematical Society,2011,2.0
Xanthippi Markenscoff,University of California - San Diego,Archive for Rational Mechanics and Analysis,1988,0.5
Matthew P. Jacobson,University of California - San Francisco,Journal of Computational Chemistry,2004,0.25
Matthew P. Jacobson,University of California - San Francisco,Journal of Computational Chemistry,2006,0.3333333333333333
Yoav Freund,University of California - San Diego,Annals of Statistics,2004,0.38596491228070173
Yoav Freund,University of California - San Diego,Journal of Machine Learning Research,2003,0.5
Yoav Freund,University of California - San Diego,Journal of Machine Learning Research,2008,0.5
Yoav Freund,University of California - San Diego,Annals of Statistics,1998,0.25
Bruce D. Cornuelle,University of California - San Diego,Journal of Computational Physics,2008,0.05
Peter Ebenfelt,University of California - San Diego,Journal of the American Mathematical Society,2000,0.6666666666666666
Peter Ebenfelt,University of California - San Diego,Geometric and Functional Analysis,2003,0.6666666666666666
Peter Ebenfelt,University of California - San Diego,Journal of Differential Geometry,1998,2.0
Arthur J. Miller,University of California - San Diego,Journal of Computational Physics,2008,0.05
Andrew D. McCulloch,University of California - San Diego,Journal of Computational Physics,2013,0.08333333333333333
Todd Kemp,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2011,0.5
Todd Kemp,University of California - San Diego,Annals of Probability,2012,0.25
Mohan M. Trivedi,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2011,0.5
Mohan M. Trivedi,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,1994,0.5
Mohan M. Trivedi,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2009,0.5
Mohan M. Trivedi,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2003,0.25
Adam B. Olshen,University of California - San Francisco,Journal of the American Statistical Association,1997,0.5
Matthew B. Kennel,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2008,0.6666666666666666
John S. Witte,University of California - San Francisco,Journal of the American Statistical Association,2016,0.3333333333333333
Young-Han Kim,University of California - San Diego,IEEE Transactions on Information Theory,2017,1.1666666666666665
Young-Han Kim,University of California - San Diego,IEEE Transactions on Information Theory,2005,0.5833333333333333
Young-Han Kim,University of California - San Diego,IEEE Transactions on Information Theory,2015,0.6666666666666666
Young-Han Kim,University of California - San Diego,IEEE Transactions on Information Theory,2013,2.533333333333333
Young-Han Kim,University of California - San Diego,IEEE Transactions on Information Theory,2020,2.9000000000000004
Young-Han Kim,University of California - San Diego,IEEE Transactions on Information Theory,2010,3.0
Young-Han Kim,University of California - San Diego,IEEE Transactions on Information Theory,2011,1.583333333333333
Young-Han Kim,University of California - San Diego,IEEE Transactions on Information Theory,2008,4.333333333333333
Young-Han Kim,University of California - San Diego,IEEE Transactions on Information Theory,2012,0.25
Young-Han Kim,University of California - San Diego,IEEE Transactions on Information Theory,2006,4.0
Young-Han Kim,University of California - San Diego,IEEE Transactions on Information Theory,2009,0.25
Young-Han Kim,University of California - San Diego,IEEE Transactions on Information Theory,2016,1.0
Marian Stewart Bartlett,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,1999,0.2
Marian Stewart Bartlett,University of California - San Diego,IEEE Transactions on Pattern Analysis and Machine Intelligence,2009,0.2
Midori Kato-Maeda,University of California - San Francisco,Annals of Statistics,2013,0.2
Patrick J. Fitzsimmons,University of California - San Diego,Annals of Probability,2004,0.2
Patrick J. Fitzsimmons,University of California - San Diego,Annals of Probability,1997,1.0
Patrick J. Fitzsimmons,University of California - San Diego,Annals of Probability,1990,1.0
Patrick J. Fitzsimmons,University of California - San Diego,Annals of Probability,2008,0.25
Patrick J. Fitzsimmons,University of California - San Diego,Annals of Probability,1992,1.0
Patrick J. Fitzsimmons,University of California - San Diego,Annals of Probability,2012,0.25
Patrick J. Fitzsimmons,University of California - San Diego,Annals of Probability,1988,0.5
Patrick J. Fitzsimmons,University of California - San Diego,Annals of Probability,1987,1.0
Ioan Bejenaru,University of California - San Diego,Analysis & PDE,2013,0.6666666666666666
Ioan Bejenaru,University of California - San Diego,Analysis & PDE,2015,0.25
Ioan Bejenaru,University of California - San Diego,Analysis & PDE,2019,1.0
Jason Schweinsberg,University of California - San Diego,Annals of Probability,2007,0.3333333333333333
Jason Schweinsberg,University of California - San Diego,Annals of Probability,2009,0.3333333333333333
Jason Schweinsberg,University of California - San Diego,Annals of Probability,2013,0.3333333333333333
Jason Schweinsberg,University of California - San Diego,Annals of Probability,2005,1.0
Jason Schweinsberg,University of California - San Diego,Annals of Probability,2005,0.5
Jason Schweinsberg,University of California - San Diego,Annals of Statistics,2002,0.5
Jason Schweinsberg,University of California - San Diego,Annals of Probability,2019,0.25
Jason Schweinsberg,University of California - San Diego,Annals of Probability,2017,0.25
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1974,1.0
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series B",1992,1.0833333333333333
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1986,0.8333333333333333
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series B",1991,1.0
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1993,0.3333333333333333
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series B",1986,0.5
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1996,0.5
Edward A. Bender,University of California - San Diego,Combinatorica,1986,0.25
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series B",1988,0.5
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1988,0.5
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1992,0.25
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series B",1983,0.5
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1978,0.5
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1973,1.0
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1972,0.5
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1983,0.8333333333333333
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series B",1989,0.5
Edward A. Bender,University of California - San Diego,Annals of Probability,1984,0.5
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series A",2004,0.25
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1997,0.3333333333333333
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series B",1984,0.5
Edward A. Bender,University of California - San Diego,"Journal of Combinatorial Theory, Series A",1985,0.5
Conrad C. Huang,University of California - San Francisco,Journal of Computational Chemistry,2004,0.14285714285714285
Robert Langridge,University of California - San Francisco,Journal of Computational Chemistry,1985,0.25
Thomas E. Ferrin,University of California - San Francisco,Journal of Computational Chemistry,2004,0.14285714285714285
Thomas E. Ferrin,University of California - San Francisco,Journal of Computational Chemistry,1985,0.25
