Todd Alexander,2510611471
Christian Sonnenberg,2223198827
Zeeshan-ul-hassan Usmani,2035477696
Jungsik Lee,2438388355
Josko Zec,2087189735
Joseph Fisher,2957577712
M. Andrews,2974233800
G. Bahr,2286673305
Mark Fioravanti,2226139226
Mary Michel,2896333071
Michael Fenn,2182164319
Sebastien Boulnois,2581393649
Josemar Faustino,2540709867
Ryan Hartman,2743203254
Summer Lindsey,2953424925
Randall Burch,2400462668
Mehdy Bohlool,3765357
John Deaton,2128257050
S. Alaoui,2110479711
Zohra Fazal,2049605830
Nawwar Kabbani,2011423741_https://scholar.google.com/citations?hl=en&user=q4kh4vcAAAAJ
Francisco Jimenez,2768859347
Matthew Bomberger,2769157568
Tatsanee Chaiya,2805346387
Aiwu Zhang,2965249745
Charles Bostater,2111247638
Wei Liu,2584474639
Yash Mehta,2953427619
Robert Woesik,2310478756
Brandon Cuffie,2890060314
Mahmoud Abdallah,2675826355
Razvan Rusovici,1947467552
Katherine Hoffman,2119385533
Stephen Choon,2035204004
Bo Li,2442598098
Deborah Carstens,1991091816
Thomas Walsh,2764998104
Turky Al-Otaiby,1245564116
Prasanta Sahoo,2152122283
Jugesh Sundram,2292541681
Chauki Jeong,2343706527
Connor Ahlborn,3000381883
Ailada Treerattrakoon,1226383168
Ralph Harper,2225303562
P.B. Horton,2107247974
Harry Bullen,2717189638
J. Mason,2560857892
Alan Jorgensen,2279486036
F. Ham,2974861166
Michael Grace,2142840134
Kunal Mitra,2159307036
B. Floss,2063654751
S. Tilley,2973436571
Angel Otero,2777561569
Ishwarya Iyengar,2476883990
Donald Platt,2167569928
Ryan Stansifer,2983760421
R. Morris,2702465124
Chin Dou,2561524656
B. Al-Hammadi,2284046687
Rezgui Rezgui,2226482971
Tepedelenlioglu Tepedelenlioglu,2226789816
C. Cook,2776170903
M.M. Shahsavari,2573123297
Cudmore Ba,2409332005
Dalwinderjeet Kular,2224863237
G. Dahme,2134783322
Gnana Tenali,2060786969
Geamel Alyami,2558762913
Pat McGee,2120643135
Christopher Roach,2103871987
D.G. Lainiotis,2822439783
Young-Chan Lee,2547441296
Hani Alyazidi,297719600
Adrian Granados,2125946379
Alexander Troshchenko,2626942372
Harith Hamoodat,2590312543
Hamid Hefazi,2257846994
T.J. Sanders,2973573874
Firas Aswad,2805986157
Denise Siegfeldt,92252873
Jim Snyder,2309950939
F.M. Rotella,2644147747
Ben Collingsworth,698554620
Mohsen Alsharif,2470457819
Rayan Enaya,238392647
Min Wu,3039080510
Derek Brown,2512032917
Ping Lu,2426854548
Xavier Merino,2890526042
Timothy Mersch,2226675016
Rong Li,2501867968
Danny Kovach,2322873300
Siddhartha Bhattacharyya,3003090295
Amit Abhyankar,2720517538
Pramod Divakarmurthy,1154039114
Rene Stiegler,2224822161
Ranjan Acharyya,2134432868
Sungjin Park,2717559756
Johnny Helou,2231288202
Charith Gunaratna,2231554845
Winston Scott,2756252321
Joan Savage,2958465470
Chaorong P,3040361600
Susanne Bahr,2227015015
Chaorong Peng,2657602270
Gerald Goldberg,2122548607
John Callahan,2701025462
Dillon Rose,2139476571
Saad Almesalm,2562331680
Anthony Alves,2743271696
Lin Du,2793155492
Gabriel Pinto,2794010351
Ilya Mingareev,1524218815
L.A. Rivera,2603466518
Khaled Slhoub,2784057544
Mohamed Eljhani,2276317526
Wei Tan,2898431117
Hari Thotempudi,2243952827
Dennis Dalli,2174867582
Ahmed Mohammed,2803950482
Yuancheng Xu,2106949872
Bilas Chowdhury,2148543465
J. Hill,2124581857
Andy Tinkham,2009468955
Darshan Yadav,2766477835
Paresh Dhakan,2224817299
Bryan Valencia,2111767837
Frazer Matthews-Bird,2438218327
Ibrahim Oraibi,2744866394
Troy Nguyen,2229550103
Josh Pritchard,2297613325
Gajapriya Tamilselvan,2647852572
R.A. Morris,2974775852
Rhoda Baggs,2064523051
Phyo Hein,2401410033
Douglas Oliveira,2670645935
Elisabeth Kames,2603263045
Sultan Almotairi,2005835548
Ian Koss,2225399465
Dorian Seinfeld,2542419347
Josiane Nzouonta,2555091675
Alexander Bulatov,2709662254
Venkatesh Venkataramanujam,731785324
Wade Shaw,2702369817
William Hortos,2308460308
A. Boulatov,2481700989
Carly Randall,2345170723
Yan Li,2898575953
Timothy Atkinson,2636636438
Yunus Egi,2925713095
Yi-Ching Li,2641693254
Evan Stoner,1990788816
Fawzi Alghamdi,2032022655
Craig Sanders,2486389981
E. Rivera,2552951212
C. Whitten,2622841559
R. Acharyya,3040496984
Behzad Javani,2518195581
K. Phillips,2429122344
A. Abdul-Karim,2575310798
Charles Helmstetter,2235921430
Varsha Venugopal,2305504010
Omar Galil,2222299986
H. Zaini,2140295029
S.P. Kozaitis,2640282905
C. Arjhan,1964356772
Nattawut Sridranop,2229192661
Iljoo Choo,2013690747
Maya Oluseyi,2230064953
Song Qui,2894050213
Susan Earles,2648009105
Hazza Alshamsi,2550114123
Nasser Abosaq,2000569600
Nicholas Moon,2807032292
Lida Ponce,2960640896
Mina Milosevic,2962208333
Matthew Reedy,2156202147
Tarek El-Ghazawi,2478684401
Rufus Cofer,1975921315
Tim Trese,2225964011
Paige Sanchez,2956613332
Hazza. Al-Shamisi,2908867538
Rhoda Koss,2225078056
Kohl Witmer,2232178722
Tamas Kasza,2595555451
Kimberly Lineberger,2502772050
Arianit Maraj,2907884397
Gregory Lovell,2163883264
Anthony Escandon,2477597361
Brian Kish,2167790709
Max Skuhersky,2754578793
Emils Senkans,2998204694
Xiaoyang Mao,2898694843
Suzanne Kozaitis,2763431495
Saud Alanzi,1919714404
G. Matthew,2226385132
Jeffery Gallop,2310439184
Ali Alfageeh,3005566613
Milankumar Patel,3006298423
Peter Manoj,3018450421
Donna Wilt,2344002506
Summer Rebensky,2950487855
Mark Moffett,2626010837
Luz Ortega,2974054353
Gandhali Samant,2513318630
Michael Finch,2110767270
De Kiss,2889260877
Byungjoon Oh,2474113743
Florent Launay,2094686463
Navaneeth Premkumar,2465047877
Frederick Buoni,2629929831
Gary Dahme,2973583600
Manan Pancholi,2578405200
Helayne Ray,2340044991
